ID,LUCODES_IDENTIFIER,CODE_TYPE,CODE_NAME,ABBREVIATION,DESCRIPTION,SORT_ORDER,R_SEG,CY
973,9431085,IRWIN_RESOURCE_TYPE,Type 4 Incident Commander,,Type 4 Incident Commander,,,2020
974,9431086,IRWIN_RESOURCE_TYPE,Type 5 Incident Commander,,Type 5 Incident Commander,,,2020
975,9431087,IRWIN_RESOURCE_TYPE,Unmanned Aicraft Mission Contoller,,Unmanned Aicraft Mission Contoller,,,2020
976,9431088,IRWIN_RESOURCE_TYPE,Unmanned Aircraft Observer,,Unmanned Aircraft Observer,,,2020
977,9431089,IRWIN_RESOURCE_TYPE,"Unmanned Aircraft System, Data Specialist",,"Unmanned Aircraft System, Data Specialist",,,2020
978,9431090,IRWIN_RESOURCE_TYPE,"Unmanned Aircraft System, Manager",,"Unmanned Aircraft System, Manager",,,2020
979,9431091,IRWIN_RESOURCE_TYPE,"Unmanned Aircraft System, Module Leader",,"Unmanned Aircraft System, Module Leader",,,2020
980,9431092,IRWIN_RESOURCE_TYPE,Unmanned Aircraft Systems Pilot,,Unmanned Aircraft Systems Pilot,,,2020
981,9431093,IRWIN_RESOURCE_TYPE,"Urban Search And Rescue Technician, Type 1",,"Urban Search And Rescue Technician, Type 1",,,2020
982,9431094,IRWIN_RESOURCE_TYPE,"Urban Search And Rescue Technician, Type 2",,"Urban Search And Rescue Technician, Type 2",,,2020
983,9431095,IRWIN_RESOURCE_TYPE,"Urban Search And Rescue Technician, Type 3",,"Urban Search And Rescue Technician, Type 3",,,2020
984,9431096,IRWIN_RESOURCE_TYPE,"Urban Search And Rescue Technician, Type 4",,"Urban Search And Rescue Technician, Type 4",,,2020
985,9431097,IRWIN_RESOURCE_TYPE,UTV Operator,,UTV Operator,,,2020
986,9431098,IRWIN_RESOURCE_TYPE,Vegetation Specialist,,Vegetation Specialist,,,2020
987,9431099,IRWIN_RESOURCE_TYPE,Vehicle Service/Repair Technical Specialist,,Vehicle Service/Repair Technical Specialist,,,2020
988,9431100,IRWIN_RESOURCE_TYPE,Warehouse Manager,,Warehouse Manager,,,2020
989,9431101,IRWIN_RESOURCE_TYPE,Warehouse Materials Handler,,Warehouse Materials Handler,,,2020
990,9431102,IRWIN_RESOURCE_TYPE,Warehouse Materials Handler Leader,,Warehouse Materials Handler Leader,,,2020
991,9431103,IRWIN_RESOURCE_TYPE,Water Tender Operator,,Water Tender Operator,,,2020
992,9431104,IRWIN_RESOURCE_TYPE,Weather Observer,,Weather Observer,,,2020
993,9431105,IRWIN_RESOURCE_TYPE,"Website Technician, Incident",,"Website Technician, Incident",,,2020
994,9431106,IRWIN_RESOURCE_TYPE,Wildland Fire Investigation Team Member,,Wildland Fire Investigation Team Member,,,2020
995,9431107,IRWIN_RESOURCE_TYPE,Wildland Fire Investigator,,Wildland Fire Investigator,,,2020
996,9431108,IRWIN_RESOURCE_TYPE,Wildlife Branch Director,,Wildlife Branch Director,,,2020
997,9431109,IRWIN_RESOURCE_TYPE,Wildlife Disease Biologist,,Wildlife Disease Biologist,,,2020
998,9431110,IRWIN_RESOURCE_TYPE,Wildlife Veterinary Technician,,Wildlife Veterinary Technician,,,2020
999,9431111,IRWIN_RESOURCE_TYPE,Writer-Editor,,Writer-Editor,,,2020
1000,9431112,IRWIN_RESOURCE_TYPE,"Writer-Editor, Technical",,"Writer-Editor, Technical",,,2020
1001,9431113,IRWIN_RESOURCE_TYPE,Family Liaison,,Family Liaison,,,2020
1002,9431114,IRWIN_RESOURCE_TYPE,Hospital Liaison,,Hospital Liaison,,,2020
1003,9431115,IRWIN_RESOURCE_TYPE,Airtanker Base Specialist,,Airtanker Base Specialist,,,2020
1004,9431116,IRWIN_RESOURCE_TYPE,Fire Suppression Repair Leader,,Fire Suppression Repair Leader,,,2020
1005,9431117,IRWIN_RESOURCE_TYPE,MAFFS Safety Officer,,MAFFS Safety Officer,,,2020
1006,9431118,IRWIN_RESOURCE_TYPE,Motel Technical Specialist,,Motel Technical Specialist,,,2020
1007,9431119,IRWIN_RESOURCE_TYPE,Wildlife Veterinary,,Wildlife Veterinary,,,2020
1008,9431120,IRWIN_RESOURCE_TYPE,Type 1,,Type 1,,,2020
1009,9431121,IRWIN_RESOURCE_TYPE,Type 2,,Type 2,,,2020
1010,9431122,IRWIN_RESOURCE_TYPE,Type 3,,Type 3,,,2020
1011,9431123,IRWIN_RESOURCE_TYPE,Type 4,,Type 4,,,2020
1012,9431124,IRWIN_RESOURCE_TYPE,"Audit, Process, Review",,"Audit, Process, Review",,,2020
1013,9431125,IRWIN_RESOURCE_TYPE,Administrative Payment,,Administrative Payment,,,2020
1014,9431126,IRWIN_RESOURCE_TYPE,All Hazard,,All Hazard,,,2020
1015,9431127,IRWIN_RESOURCE_TYPE,All Risk NPS,,All Risk NPS,,,2020
1016,9431128,IRWIN_RESOURCE_TYPE,Area Command,,Area Command,,,2020
1017,9431129,IRWIN_RESOURCE_TYPE,Burned Area Emergency Response,,Burned Area Emergency Response,,,2020
1018,9431130,IRWIN_RESOURCE_TYPE,Buying,,Buying,,,2020
1019,9431131,IRWIN_RESOURCE_TYPE,Critical Incident Stress,,Critical Incident Stress,,,2020
1020,9431132,IRWIN_RESOURCE_TYPE,ECC Support (CALIFORNIA ONLY),,ECC Support (CALIFORNIA ONLY),,,2020
1021,9431133,IRWIN_RESOURCE_TYPE,Fire and Aviation Safety,,Fire and Aviation Safety,,,2020
1022,9431134,IRWIN_RESOURCE_TYPE,Fire Prevention/Education,,Fire Prevention/Education,,,2020
1023,9431135,IRWIN_RESOURCE_MAP,FDFB40A6-8FCF-4AFC-B525-8DFBFFAC0276,,Type 1,,,2020
1024,9431136,IRWIN_RESOURCE_MAP,B64319C4-E240-4889-BE3A-44B02697489E,,Type 2,,,2020
1025,9431137,IRWIN_RESOURCE_MAP,22E07E8A-7CD6-49CA-BA78-80FA4306543E,,Type 3,,,2020
1026,9431138,IRWIN_RESOURCE_MAP,C39634B8-7134-45E9-929B-1828B871C18B,,Type 4,,,2020
1027,9431139,IRWIN_RESOURCE_MAP,0D77669C-3C26-4CB9-BC59-4B512AD5115C,,Type 1,,,2020
1028,9431140,IRWIN_RESOURCE_MAP,DB9D56B4-145B-4CB2-8F97-07EA937D8797,,Type 2,,,2020
1029,9431141,IRWIN_RESOURCE_MAP,3583A4CA-2466-451B-B6FA-6F9374B56F2D,,Type 3,,,2020
1030,9431142,IRWIN_RESOURCE_MAP,FB2A64BD-6E17-41E5-BF3B-3BCAAB02BE61,,Type 4,,,2020
1031,9431143,IRWIN_RESOURCE_MAP,856E88AF-F431-4F83-9FEB-5328C3B01946,,Type 1,,,2020
1032,9431144,IRWIN_RESOURCE_MAP,81601F8A-4280-48CF-A0D2-4F548F7F3549,,Type 2,,,2020
1033,9431145,IRWIN_RESOURCE_MAP,CB5B2748-AD41-45EF-A19E-1D3163FC0FBE,,Type 1,,,2020
1034,9431146,IRWIN_RESOURCE_MAP,8A59B278-163B-43A0-96F1-8CF2D4C41893,,Type 2,,,2020
1035,9431147,IRWIN_RESOURCE_MAP,3708309B-3F43-49B4-AD0E-88FBC8100093,,Firefighter Type 2,,,2020
1036,9431148,IRWIN_RESOURCE_MAP,95F4F426-7C52-4747-BEA0-16F6BEE10083,,"Engine Boss, Single Resource",,,2020
1037,9431149,IRWIN_RESOURCE_MAP,39BCFDE1-D1BE-465B-96FF-3826AF920084,,Engine Operator,,,2020
1038,9431150,RESOURCE_TYPE,Medium (Type 2),LAT2,Medium (Type 2),1380,,2020
1039,9431151,RESOURCE_TYPE,ASM,ASM,ASM,1300,,2020
1040,9431152,RESOURCE_TYPE,Skidder,SKID,Skidder,1410,,2020
1041,9431153,RESOURCE_TYPE,Feller Buncher,FELB,Feller Buncher,1350,,2020
1042,9431154,RESOURCE_TYPE,VLAT,VLAT,VLAT,1470,,2020
1043,9431155,RESOURCE_TYPE,Pumper Cat,PCAT,Pumper Cat,1390,,2020
1044,9431156,RESOURCE_TYPE,Lead Plane,LP,Lead Plane,1370,,2020
1045,9431157,RESOURCE_TYPE,Type 4 Single engine,SEAT4,Type 4 Single engine,1460,,2020
1046,9431158,RESOURCE_TYPE,Type 3 Multi-engine,SCOOP,Type 3 Multi-engine,1440,,2020
1047,9431159,RESOURCE_TYPE,Heavy (Type 1),LAT1,Heavy (Type 1),1360,,2020
1048,9431160,RESOURCE_TYPE,Support (All Types),SUPP,Support (All Types),1420,,2020
1049,9431161,RESOURCE_TYPE,Ambulance,AMBU,Ambulance,1320,,2020
1050,9431162,RESOURCE_TYPE,Boat,BOAT,Boat,1330,,2020
1051,9431163,RESOURCE_TYPE,Air Attack Platform,AA,Air Attack Platform,1310,,2020
1052,9431164,RESOURCE_TYPE,Excavator,EXCV,Excavator,1340,,2020
1053,9431165,RESOURCE_TYPE,Tactical (All Types),TACT,Tactical (All Types),1430,,2020
1054,9431166,RESOURCE_TYPE,Type 3 Single engine,SEAT3,Type 3 Single engine,1450,,2020
1055,9431167,RESOURCE_TYPE,Reconnaissance Aircraft,RECON,Reconnaissance Aircraft,1400,,2020
1056,9431168,IRWIN_RESOURCE_TYPE,Skidder,,Skidder,,,2020
1057,9431169,IRWIN_RESOURCE_TYPE,Feller Buncher,,Feller Buncher,,,2020
1058,9431170,IRWIN_RESOURCE_TYPE,Pumper Cat,,Pumper Cat,,,2020
1059,9431171,IRWIN_RESOURCE_TYPE,Type 4 Single engine,,Type 4 Single engine,,,2020
1060,9431172,IRWIN_RESOURCE_TYPE,Type 3 Multi-engine,,Type 3 Multi-engine,,,2020
1061,9431173,IRWIN_RESOURCE_TYPE,Excavator,,Excavator,,,2020
1062,9431174,IRWIN_RESOURCE_TYPE,Type 3 Single engine,,Type 3 Single engine,,,2020
1063,9431175,IRWIN_RESOURCE_TYPE,Type Miscellaneous,,Type Miscellaneous,,,2020
1064,9431176,IRWIN_RESOURCE_TYPE,Agency Representative,,Agency Representative,,,2020
1065,9431177,IRWIN_RESOURCE_TYPE,Firefighter Type 1,,Firefighter Type 1,,,2020
1066,9431178,IRWIN_RESOURCE_TYPE,Firefighter Type 2,,Firefighter Type 2,,,2020
1067,9431179,IRWIN_RESOURCE_TYPE,"Engine Boss, Single Resource",,"Engine Boss, Single Resource",,,2020
1068,9431180,IRWIN_RESOURCE_TYPE,Engine Operator,,Engine Operator,,,2020
1069,9431181,IRWIN_RESOURCE_CATEGORY,Position,,Position,,,2020
1070,9431182,IRWIN_RESOURCE_CATEGORY,Module,,Module,,,2020
1071,9431183,IRWIN_RESOURCE_CATEGORY,Swift Water Rescue Team,,Swift Water Rescue Team,,,2020
1072,9431184,IRWIN_RESOURCE_CATEGORY,Team,,Team,,,2020
1073,9431185,IRWIN_RESOURCE_CATEGORY,Urban Search and Rescue Team,,Urban Search and Rescue Team,,,2020
1074,9431186,IRWIN_RESOURCE_CATEGORY,Wildland Fire Module,,Wildland Fire Module,,,2020
1075,9431187,IRWIN_RESOURCE_TYPE,Faller Single,,Faller Single,,,2020
1076,9431188,IRWIN_RESOURCE_TYPE,Aerial Supervision (CALFIRE),,Aerial Supervision (CALFIRE),,,2020
1077,9431189,IRWIN_RESOURCE_TYPE,Faller,,Faller,,,2020
1078,9431190,IRWIN_RESOURCE_TYPE,Fuels,,Fuels,,,2020
1079,9431191,IRWIN_RESOURCE_TYPE,Rapid Extraction Support (GACC ONLY),,Rapid Extraction Support (GACC ONLY),,,2020
1080,9431192,IRWIN_RESOURCE_TYPE,Suppression,,Suppression,,,2020
1081,9431193,IRWIN_RESOURCE_TYPE,Squad,,Squad,,,2020
1082,9431194,IRWIN_RESOURCE_TYPE,Accounting Technician,,Accounting Technician,,,2020
1083,9431195,IRWIN_RESOURCE_TYPE,Administrative Payment Team Leader,,Administrative Payment Team Leader,,,2020
1084,9431196,IRWIN_RESOURCE_TYPE,Administrative Payment Team Member,,Administrative Payment Team Member,,,2020
1085,9431197,IRWIN_RESOURCE_TYPE,Advanced Emergency Medical Technician,,Advanced Emergency Medical Technician,,,2020
1086,9431198,IRWIN_RESOURCE_TYPE,"Advanced Emergency Medical Technician, Fireline",,"Advanced Emergency Medical Technician, Fireline",,,2020
1087,9431199,IRWIN_RESOURCE_TYPE,Advanced Faller,,Advanced Faller,,,2020
1088,9431200,IRWIN_RESOURCE_TYPE,Aerial Observer,,Aerial Observer,,,2020
1089,9431201,IRWIN_RESOURCE_TYPE,Agency Administrator,,Agency Administrator,,,2020
1090,9431202,IRWIN_RESOURCE_TYPE,Agency Aviation Military Liaison,,Agency Aviation Military Liaison,,,2020
1091,9431203,IRWIN_RESOURCE_TYPE,Air Ambulance Coordinator,,Air Ambulance Coordinator,,,2020
1092,9431204,IRWIN_RESOURCE_TYPE,Air Operations Branch Director,,Air Operations Branch Director,,,2020
1093,9431205,IRWIN_RESOURCE_TYPE,Air Quality Specialist,,Air Quality Specialist,,,2020
1094,9431206,IRWIN_RESOURCE_TYPE,Air Support Group Supervisor,,Air Support Group Supervisor,,,2020
1095,9431207,IRWIN_RESOURCE_TYPE,Air Tactical Group Supervisor,,Air Tactical Group Supervisor,,,2020
1096,9431208,IRWIN_RESOURCE_TYPE,Air Tactical Pilot,,Air Tactical Pilot,,,2020
1097,9431209,IRWIN_RESOURCE_TYPE,Air Tactical Supervisor,,Air Tactical Supervisor,,,2020
1098,9431210,IRWIN_RESOURCE_TYPE,Airboat Operator,,Airboat Operator,,,2020
1099,9431211,IRWIN_RESOURCE_TYPE,Aircraft Base Radio Operator,,Aircraft Base Radio Operator,,,2020
1100,9431212,IRWIN_RESOURCE_TYPE,Aircraft Dispatcher,,Aircraft Dispatcher,,,2020
1101,9431213,IRWIN_RESOURCE_TYPE,Aircraft Mechanic,,Aircraft Mechanic,,,2020
1102,9431214,IRWIN_RESOURCE_TYPE,Aircraft Time Keeper,,Aircraft Time Keeper,,,2020
1103,9431215,IRWIN_RESOURCE_TYPE,Aircrew Member,,Aircrew Member,,,2020
1104,9431216,IRWIN_RESOURCE_TYPE,Airspace Coordinator,,Airspace Coordinator,,,2020
1105,9431217,IRWIN_RESOURCE_TYPE,Airtanker Base Manager,,Airtanker Base Manager,,,2020
1106,9431218,IRWIN_RESOURCE_TYPE,All-Hazards Helicopter Crewmember,,All-Hazards Helicopter Crewmember,,,2020
1107,9431219,IRWIN_RESOURCE_TYPE,All-Hazards Operations Section Chief Type 2,,All-Hazards Operations Section Chief Type 2,,,2020
1108,9431220,IRWIN_RESOURCE_TYPE,All-Hazards Planning Section Chief Type 2,,All-Hazards Planning Section Chief Type 2,,,2020
1109,9430612,IRWIN_RESOURCE_MAP,2A2384CA-B884-4A47-B7BD-E1C3B8A3AB9F,,ESF3 Infrastructure Assessment,,,2020
1110,9430613,IRWIN_RESOURCE_MAP,F3F5970D-A03F-41DA-ABE1-F949447F2F28,,Exhibit Specialist,,,2020
1111,9430614,IRWIN_RESOURCE_MAP,EC168979-0C32-45DA-85FE-743F0B7F0069,,Expanded Dispatch Coordinator,,,2020
1112,9430615,IRWIN_RESOURCE_MAP,6868EC3C-12CC-4EF2-B11C-86EE054E007D,,Expanded Dispatch Recorder,,,2020
1113,9430616,IRWIN_RESOURCE_MAP,93E7FE91-788B-4C2B-AB74-2C904E54007F,,Expanded Dispatch Supervisory,,,2020
1114,9430617,IRWIN_RESOURCE_MAP,008B6E9C-54E7-4C04-82C4-8D04E5E8007E,,Expanded Dispatch Support Dispatcher,,,2020
1115,9430618,IRWIN_RESOURCE_MAP,61BFEDCA-F9EE-455A-BB32-E97E9516009A,,Facilities Maintenance Specialist,,,2020
1116,9430619,IRWIN_RESOURCE_MAP,BE74B779-7EA8-4857-A001-DFC866F70089,,Facilities Unit Leader,,,2020
1117,9430620,IRWIN_RESOURCE_MAP,17989CB1-0A9A-4E38-AC59-88251AB81D0E,,FARSITE Specialist,,,2020
1118,9430621,IRWIN_RESOURCE_MAP,779670E8-5157-4228-BE76-51C7333D5AFC,,"Felling Boss, Single Resource",,,2020
1119,9430622,IRWIN_RESOURCE_MAP,60C939F4-2836-481F-A2E7-E91C622420D8,,FEMA Emergency Support Function #4 Administrative Support,,,2020
1120,9430623,IRWIN_RESOURCE_MAP,B335DBF3-BEC7-42E1-A378-62E7995A20D5,,FEMA Emergency Support Function #4 Primary Leader,,,2020
1121,9430624,IRWIN_RESOURCE_MAP,84A2D681-927C-4945-9E39-5E9BE8C920D7,,FEMA Emergency Support Function #4 Structure Support,,,2020
1122,9430625,IRWIN_RESOURCE_MAP,78BEF41E-5B20-4464-A8E6-3C27410320D6,,FEMA Emergency Support Function #4 Wildland Support,,,2020
1123,9430626,IRWIN_RESOURCE_MAP,7AF75079-4048-4180-A2BC-B2C977B1009B,,Field Observer,,,2020
1124,9430627,IRWIN_RESOURCE_MAP,E9BEDB6D-506C-4A63-B2F4-892027701F6F,,Finance Technical Specialist,,,2020
1125,9430628,IRWIN_RESOURCE_MAP,D5EE79F9-2585-4B93-B7E1-23A917132980,,Fire And Life Safety Inspector,,,2020
1126,9430629,IRWIN_RESOURCE_MAP,F2A54433-C04B-42C3-A836-B55143AC008D,,Fire Behavior Analyst,,,2020
1127,9430630,IRWIN_RESOURCE_MAP,B021C2BD-E6A3-412B-9A5F-080F5B491EA8,,Fire Behavior Technical Specialist,,,2020
1128,9430631,IRWIN_RESOURCE_MAP,5B91B9F9-4D56-48FC-8236-02F624FE008E,,Fire Cache Manager,,,2020
1129,9430632,IRWIN_RESOURCE_MAP,D3E847F1-4777-4F4C-9A23-267B6FB70091,,Fire Effects Monitor,,,2020
1130,9430633,IRWIN_RESOURCE_MAP,72726C40-07B5-49E5-86BB-7774857D1028,,Fire Prevention Education Team Leader,,,2020
1131,9430634,IRWIN_RESOURCE_MAP,241D16F7-96F1-42A3-8AC3-BC6CBEF91029,,Fire Prevention Education Team Member,,,2020
1132,9430635,IRWIN_RESOURCE_MAP,D5A4714F-7E36-45DD-9285-4A70063D2C06,,Fire Suppression Repair Technical Specialist,,,2020
1133,9430636,IRWIN_RESOURCE_MAP,629AAA82-C29B-4B86-A36A-0D6D324B0096,,Fireline Explosives Advisor,,,2020
1134,9430637,IRWIN_RESOURCE_MAP,DF6ACEAD-D810-4893-99D2-3217F4B60097,,Fireline Explosives Blaster,,,2020
1135,9430638,IRWIN_RESOURCE_MAP,F88E368A-966B-4C88-B7F3-60EB84670098,,Fireline Explosives Crewmember,,,2020
1136,9430639,IRWIN_RESOURCE_MAP,724B1586-83A0-4CD7-86C5-F1183E3E0095,,"Firing Boss, Single Resource",,,2020
1137,9430640,IRWIN_RESOURCE_MAP,ABBB098D-EDE4-49C9-B080-4D218F5910CE,,First Aid Station Assistant,,,2020
1138,9430641,IRWIN_RESOURCE_MAP,AB941244-C9A1-44ED-8135-F17F4FEF00EF,,Fixed or Rotor Wing Pilot,,,2020
1139,9430642,IRWIN_RESOURCE_MAP,6C8BE710-577C-4EA4-9278-D6EB7C3E00A2,,Fixed Wing Base Manager,,,2020
1140,9430643,IRWIN_RESOURCE_MAP,D045FD55-0F5C-44C1-A250-D4AEBB5A00A3,,Fixed Wing Parking Tender,,,2020
1141,9430644,IRWIN_RESOURCE_MAP,4939E7C7-CD2D-4C6B-9456-3EAB2A3F2F29,,Fluvial Stream Morphologist,,,2020
1142,9430645,IRWIN_RESOURCE_MAP,E3B8DE94-0A16-4D85-8154-7A702A64008F,,Food Unit Leader,,,2020
1143,9430646,IRWIN_RESOURCE_MAP,13AE15E2-F805-4F85-9B0B-D005D3E7009C,,Forester,,,2020
1144,9430647,IRWIN_RESOURCE_MAP,CDFEEAC6-69B5-43A0-AEDC-F429383F10D1,,Fork Lift Operator,,,2020
1145,9430648,IRWIN_RESOURCE_MAP,6D655D4A-9B54-4517-B9CE-D4BB70A20099,,Forward Looking Infrared Operator,,,2020
1146,9430649,IRWIN_RESOURCE_MAP,D0D2DB23-1271-4D69-BADC-0D37B92800A6,,General Mechanic,,,2020
1147,9430650,IRWIN_RESOURCE_MAP,9B43CCEE-4FAA-4BA5-95B9-05FE297B31EE,,Geographer,,,2020
1148,9430651,IRWIN_RESOURCE_MAP,3B6F05E5-34F1-47F2-89D0-33C24DF41D72,,Geographic Information System Specialist,,,2020
1149,9430652,IRWIN_RESOURCE_MAP,513399FF-0B9A-48C3-8241-3ACBC32400A4,,Geologist,,,2020
1150,9430653,IRWIN_RESOURCE_MAP,558570EF-7DA7-4173-8287-A1163D4731F8,,Geophysicist,,,2020
1151,9430654,IRWIN_RESOURCE_MAP,A245ECBB-D374-43C9-AB3F-1676F4D12BF8,,Geospatial Analyst,,,2020
1152,9430655,IRWIN_RESOURCE_MAP,6FF8E629-4589-4878-BF45-72F9C98F0FE1,,Global Position System Specialist,,,2020
1153,9430656,IRWIN_RESOURCE_MAP,9FAE2A94-5407-410C-9557-3C2D13A32F2A,,Grant Manager,,,2020
1154,9430657,IRWIN_RESOURCE_MAP,0BF15E2B-CC90-4A0B-8687-397939292C09,,Ground Ambulance Coordinator,,,2020
1155,9430658,IRWIN_RESOURCE_MAP,743CF963-890C-4276-A197-416DAA8D00A7,,Ground Support Unit Leader,,,2020
1156,9430659,IRWIN_RESOURCE_MAP,7101CABF-8C3C-429B-915C-B3B4BF0C00ED,,Hand-Held Infrared Operator,,,2020
1157,9430660,IRWIN_RESOURCE_MAP,96A7D01F-6054-4470-B763-BBC151FE1EA9,,Hazardous Liquid Pipeline Safety Engineer,,,2020
1158,9430661,IRWIN_RESOURCE_MAP,DC1056DB-1FFF-4E7E-BDE7-77C9F6560FE2,,Hazardous Material Specialist,,,2020
1159,9430662,IRWIN_RESOURCE_MAP,77E9022F-1372-4AEF-95FE-AFD8C5373204,,Hazardous Materials Technician,,,2020
1160,9430663,IRWIN_RESOURCE_MAP,15712510-63E3-4B56-ADF5-C69205DC1EB9,,Hazmat Decon Leader,,,2020
1161,9430664,IRWIN_RESOURCE_MAP,42C59619-AECD-4DDF-9A96-51E102E51EA5,,Hazmat Entry Leader,,,2020
1162,9430665,IRWIN_RESOURCE_MAP,BB26E367-3EB0-47A7-98AB-899552CF1EBB,,Hazmat Group Supervisor,,,2020
1163,9430666,IRWIN_RESOURCE_MAP,E8469768-15FE-4D4D-B5CD-725ACDEE1EBC,,Hazmat Incident Commander,,,2020
1164,9430667,IRWIN_RESOURCE_MAP,89BEE7B1-C7F3-406C-A485-8CF54ACF1ED2,,Hazmat Safe Area Refuge Manager,,,2020
1165,9430668,IRWIN_RESOURCE_MAP,CD3B31AB-E757-4FB0-9D8B-4B9CCF871EBD,,Hazmat Safety Officer,,,2020
1166,9430669,IRWIN_RESOURCE_MAP,AD93EFF3-71A0-4204-A86A-F7BD511C1ED0,,Hazmat Site Access Control,,,2020
1167,9430670,IRWIN_RESOURCE_MAP,8B4BB85F-383D-4D66-AE38-0CA1D07D1EBE,,Hazmat Technical Specialist,,,2020
1168,9430671,IRWIN_RESOURCE_MAP,7A6FA3DF-6C46-49D8-9FEF-EA24C1562D79,,"Heavy Equipment Boss, Single Resource",,,2020
1169,9430672,IRWIN_RESOURCE_MAP,A3AEBD80-407C-4FD8-9D90-4A36BD052BE9,,Heavy Equipment Operator,,,2020
1170,9430673,IRWIN_RESOURCE_MAP,EBF8C921-F96B-401A-A561-E3035451BA41,,Helibase Manager,,,2020
1171,9430674,IRWIN_RESOURCE_MAP,807B9A6F-DA3D-4CE2-97C8-FDB099F20CF2,,"Helicopter Boss, Single Resource",,,2020
1172,9430675,IRWIN_RESOURCE_MAP,DD45B4D5-BC76-43CB-BEF6-A92B0EA828BC,,Helicopter Cargo Letdown Check,,,2020
1173,9430676,IRWIN_RESOURCE_MAP,6A36484B-DA4F-46CC-B3E2-928F55D028BD,,Helicopter Cargo Letdown Spotter,,,2020
1174,9430677,IRWIN_RESOURCE_MAP,FADEF17A-65AD-4E5B-A92F-36CBB51600B1,,Helicopter Coordinator,,,2020
1175,9430678,IRWIN_RESOURCE_MAP,AD2A0D23-1B03-4FAC-BA15-C9C3A79800AA,,Helicopter Crewmember,,,2020
1176,9430679,IRWIN_RESOURCE_MAP,41F28B8D-556C-4F5C-8C6C-A119E4C500AC,,Helicopter Long Line/Remote Hook Specialist,,,2020
1177,9430680,IRWIN_RESOURCE_MAP,CFD3C25D-89A4-454A-BAE1-0C34F25723F0,,Helicopter Manager Call When Needed,,,2020
1178,9430681,IRWIN_RESOURCE_MAP,FC8E9E1D-37FB-480A-BA4C-A30B772B10D4,,"Helicopter Manager, Single Resource",,,2020
1179,9430682,IRWIN_RESOURCE_MAP,EAF5FC69-E095-4B37-8620-749BB74C0FE7,,Helicopter Pilot,,,2020
1180,9430683,IRWIN_RESOURCE_MAP,267C3E8D-12F2-4107-9A71-2F7D9F5B00AE,,Helicopter Rappel Spotter,,,2020
1181,9430684,IRWIN_RESOURCE_MAP,4E94AED1-12A4-44A2-80A7-832C31A000B2,,Helicopter Rappeller,,,2020
1182,9430685,IRWIN_RESOURCE_MAP,4B2A2E6D-81A8-4868-9716-F085AA6100AF,,Helispot Manager,,,2020
1183,9430686,IRWIN_RESOURCE_MAP,206D1DAD-6521-4833-823C-AA27A8BC0FEA,,Helitorch Crew Member,,,2020
1184,9430687,IRWIN_RESOURCE_MAP,AB75F7D5-CBF5-4590-9238-98B62D6800B4,,Helitorch Manager,,,2020
1185,9430688,IRWIN_RESOURCE_MAP,A986E990-DC2D-4C22-8049-5F8E48D800B5,,Helitorch Mixmaster,,,2020
1186,9430689,IRWIN_RESOURCE_MAP,E2BFA19B-08D3-4661-BBB2-769BB04F00B6,,Helitorch Parking Tender,,,2020
1187,9430690,IRWIN_RESOURCE_MAP,60AB4FB4-8ECB-4152-BBE1-646C56E32F1B,,Historian,,,2020
1188,9430691,IRWIN_RESOURCE_MAP,2CA3A87B-46E7-4994-B40C-ABB8602831F0,,Historical Landscape Architect,,,2020
1189,9430692,IRWIN_RESOURCE_MAP,BBCF3051-5DD1-4097-B38F-3954B1841F70,,Honor Guard (Union),,,2020
1190,9430693,IRWIN_RESOURCE_MAP,58C9B013-3E87-4C9F-9CE8-1FE41D7400B3,,Human Resource Specialist,,,2020
1191,9430694,IRWIN_RESOURCE_MAP,11F999FB-308F-490E-B771-E4E5852B01F9,,Hydrologic Technician,,,2020
1192,9430695,IRWIN_RESOURCE_MAP,E6B837FC-8D27-43A4-9F5A-33E1A56700B7,,Hydrologist,,,2020
1193,9430696,IRWIN_RESOURCE_MAP,E10CE91C-D753-49E4-8E1B-F370BD502C0A,,Immediate Treatment Manager,,,2020
1194,9430697,IRWIN_RESOURCE_MAP,9C6E1BED-8740-4284-9A51-A267990BF855,,IMT Line Officer,,,2020
1195,9430698,IRWIN_RESOURCE_MAP,C70279F6-6D81-47FA-ADF8-A0D38D9C55FE,,Incident Business Advisor,,,2020
1196,9430699,IRWIN_RESOURCE_MAP,C36277D3-7B33-46B7-AB49-CBE2DF8300C6,,Incident Communications Center Manager,,,2020
1197,9430700,IRWIN_RESOURCE_MAP,977C9E71-4A3E-4DD5-BAB3-5DC9D5C50066,,Incident Communications Technician,,,2020
1198,9430701,IRWIN_RESOURCE_MAP,0870F175-A827-48F2-BF60-3B4695572EEF,,Incident Contract Project Inspector,,,2020
1199,9430702,IRWIN_RESOURCE_MAP,34133640-66D8-4655-940B-143C2D7900C4,,Incident Medical Manager,,,2020
1200,9430703,IRWIN_RESOURCE_MAP,092B14BE-AD30-4222-B31B-FA1A743400C3,,Incident Medical Specialist Assistant,,,2020
1201,9430704,IRWIN_RESOURCE_MAP,02F66B2F-E0E4-400C-BF98-711857E700C5,,Incident Medical Technician,,,2020
1202,9430705,IRWIN_RESOURCE_MAP,534EB5F4-07A2-45DC-B099-60770D8E00C2,,Incident Meteorologist,,,2020
